DeviceID,BayID,FromDay1,StartTime1,ToDay1,EndTime1,Exemption1,Description1,EffectiveOnPH1,TypeDesc1,Duration1,DisabilityExt1,FromDay2,StartTime2,ToDay2,EndTime2,Exemption2,Description2,TypeDesc2,Duration2,DisabilityExt2,EffectiveOnPH2,FromDay3,StartTime3,ToDay3,EndTime3,Exemption3,Description3,TypeDesc3,Duration3,DisabilityExt3,EffectiveOnPH3,FromDay4,StartTime4,ToDay4,EndTime4,Exemption4,Description4,TypeDesc4,Duration4,DisabilityExt4,EffectiveOnPH4,FromDay5,StartTime5,ToDay5,EndTime5,Exemption5,Description5,TypeDesc5,Duration5,DisabilityExt5,EffectiveOnPH5,FromDay6,StartTime6,ToDay6,EndTime6,Exemption6,Description6,TypeDesc6,Duration6,DisabilityExt6,EffectiveOnPH6
18475,567,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18476,568,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18477,569,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18478,570,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18479,571,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18422,572,1,7:30:00,6,20:30:00,,2P TKT A M-SAT 7:30-20:30,0,2P Ticket A,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18480,573,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18481,574,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18482,575,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18483,576,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18484,577,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18423,578,1,7:30:00,6,20:30:00,,2P TKT A M-SAT 7:30-20:30,0,2P Ticket A,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18485,579,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18486,580,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18487,581,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18424,582,1,7:30:00,6,20:30:00,,2P TKT A M-SAT 7:30-20:30,0,2P Ticket A,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18425,583,1,7:30:00,6,20:30:00,,2P TKT A M-SAT 7:30-20:30,0,2P Ticket A,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18426,584,1,7:30:00,6,20:30:00,,2P TKT A M-SAT 7:30-20:30,0,2P Ticket A,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18427,585,1,7:30:00,6,20:30:00,,2P TKT A M-SAT 7:30-20:30,0,2P Ticket A,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21892,586,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21894,587,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21895,588,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18428,589,1,0:00:00,0,23:59:59,Disabled Logo,2P DIS M-SUN 0:00-23:59,0,2P Disabled Only,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21896,590,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21897,591,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21893,592,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18430,593,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21902,594,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18432,595,1,7:30:00,0,20:30:00,,2P DIS ONLY 7.30 - 20.30,1,2P Disabled Only,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18433,596,1,7:30:00,6,19:30:00,,1/2P MTR M-SAT 7:30-19:30,0,1/2P Meter,30,60,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18434,597,1,7:30:00,6,19:30:00,,1/2P MTR M-SAT 7:30-19:30,0,1/2P Meter,30,60,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18435,598,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18437,600,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18438,602,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18439,603,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18440,604,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18441,605,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18442,606,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18443,607,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18445,609,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18446,610,1,7:30:00,0,19:30:00,,LZ 15M M-SUN 7:30-19:30,0,Loading Zone 15M,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18447,611,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18448,612,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18449,614,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18450,615,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18452,617,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18453,618,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18454,619,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18455,620,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18456,621,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18457,622,1,7:30:00,6,20:30:00,,2P MTR M-SAT 7:30-20:30,0,2P Meter,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18458,623,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18459,624,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18460,625,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18461,626,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18462,627,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18463,628,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18464,629,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18429,630,1,7:30:00,6,20:30:00,,2P TKT A M-SAT 7:30-20:30,0,2P Ticket A,120,240,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18467,631,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18468,632,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18469,633,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18470,634,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18471,635,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18472,636,1,7:30:00,6,18:30:00,,1P MTR M-SAT 7:30-18:30,0,1P Meter,60,120,1,18:30:00,6,20:30:00,,2P MTR M-SAT 18.30 - 20.30,2P,120,240,0,0,7:30:00,0,18:30:00,,1P SUN 7:30-18:30,1P,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18473,637,1,7:30:00,5,16:00:00,,2P MTR M-F 7:30-16:00,0,2P Meter,120,240,1,18:30:00,5,20:30:00,,2P MTR M-F 18:30-20:30,2P Meter,120,240,0,6,7:30:00,6,20:30:00,,2P MTR SAT 7:30-20:30,2P Meter,120,240,0,0,7:30:00,0,18:30:00,,2P SUN 7:30-18:30,2P,120,240,0,,,,,,,,,,,,,,,,,,,,
18488,639,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18489,640,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18490,641,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18491,642,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18492,643,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18493,644,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18494,645,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18495,646,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18496,647,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18497,649,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18498,650,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18500,651,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18502,652,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18504,653,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18506,654,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18508,655,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18509,656,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18510,657,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18511,658,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18512,659,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18513,660,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18514,661,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18515,662,1,7:30:00,6,20:30:00,,3P MTR M-SAT 7:30-20:30,0,3P Meter,180,360,0,7:30:00,0,18:30:00,,3P SUN 7:30-18:30,3P,180,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
