bay_id,st_marker_id,status,location,lat,lon
6283,13444E,Present,"(-37.819171008728503, 144.9486234787725)",-37.819171008728503,144.9486234787725
6284,13446E,Present,"(-37.819225188273037, 144.94862562728173)",-37.819225188273037,144.94862562728173
6287,13452E,Present,"(-37.819387691250476, 144.94863185488651)",-37.819387691250476,144.94863185488651
6288,13454E,Present,"(-37.819441846452996, 144.94863393313847)",-37.819441846452996,144.94863393313847
1329,1345W,Present,"(-37.815045265834286, 144.95779268342815)",-37.815045265834286,144.95779268342815
6291,13460E,Present,"(-37.819990158584943, 144.94865594564382)",-37.819990158584943,144.94865594564382
6294,13466E,Present,"(-37.820155596736001, 144.94866211437375)",-37.820155596736001,144.94866211437375
6325,13468E,Unoccupied,"(-37.818548004314749, 144.94969468239606)",-37.818548004314749,144.94969468239606
6326,13470E,Present,"(-37.818666153557572, 144.94978870876241)",-37.818666153557572,144.94978870876241
6327,13472E,Present,"(-37.818715077190603, 144.94982717855757)",-37.818715077190603,144.94982717855757
6328,13474E,Unoccupied,"(-37.818779289022388, 144.94987767039973)",-37.818779289022388,144.94987767039973
6329,13476E,Unoccupied,"(-37.818828213079243, 144.94991614029786)",-37.818828213079243,144.94991614029786
6330,13478E,Unoccupied,"(-37.819382703077665, 144.95035190944949)",-37.819382703077665,144.95035190944949
6331,13480E,Present,"(-37.819431906545333, 144.95039112373968)",-37.819431906545333,144.95039112373968
6332,13482E,Unoccupied,"(-37.819494653563581, 144.95044092246985)",-37.819494653563581,144.95044092246985
6333,13484E,Present,"(-37.819540248903678, 144.95047711086528)",-37.819540248903678,144.95047711086528
6334,13486E,Unoccupied,"(-37.819603001555507, 144.95052692125762)",-37.819603001555507,144.95052692125762
6335,13488E,Unoccupied,"(-37.819652409237932, 144.95056451756312)",-37.819652409237932,144.95056451756312
6337,13492E,Present,"(-37.820412579619628, 144.95116421662499)",-37.820412579619628,144.95116421662499
6338,13494E,Present,"(-37.8204759861692, 144.95121419225325)",-37.8204759861692,144.95121419225325
1330,1346E,Unoccupied,"(-37.814811436950698, 144.95793376208667)",-37.814811436950698,144.95793376208667
6289,13456E,Unoccupied,"(-37.819496011623201, 144.9486361680809)",-37.819496011623201,144.9486361680809
1328,1344E,Present,"(-37.814860232063793, 144.95795620639592)",-37.814860232063793,144.95795620639592
6279,13436E,Present,"(-37.818924017078444, 144.94861376855795)",-37.818924017078444,144.94861376855795
6293,13464E,Present,"(-37.820100360000524, 144.94866001582093)",-37.820100360000524,144.94866001582093
6280,13438E,Unoccupied,"(-37.818982436105941, 144.94861610456604)",-37.818982436105941,144.94861610456604
6292,13462E,Present,"(-37.820045188760723, 144.94865782974961)",-37.820045188760723,144.94865782974961
1327,1343W,Present,"(-37.815088065933523, 144.95781252501135)",-37.815088065933523,144.95781252501135
6290,13458E,Unoccupied,"(-37.819935178096031, 144.94865427523661)",-37.819935178096031,144.94865427523661
6339,13496E,Present,"(-37.820524195962818, 144.95125218998925)",-37.820524195962818,144.95125218998925
6344,13506E,Unoccupied,"(-37.820811082483949, 144.95147830613939)",-37.820811082483949,144.95147830613939
6345,13508E,Present,"(-37.820859292650034, 144.95151630478085)",-37.820859292650034,144.95151630478085
6346,13510E,Unoccupied,"(-37.820922780844853, 144.95156634519913)",-37.820922780844853,144.95156634519913
6347,13512E,Unoccupied,"(-37.820970990984975, 144.95160434395322)",-37.820970990984975,144.95160434395322
6348,13514E,Unoccupied,"(-37.821034479135733, 144.95165438393957)",-37.821034479135733,144.95165438393957
6349,13516E,Present,"(-37.821084107748668, 144.95169231630354)",-37.821084107748668,144.95169231630354
6358,13518E,Unoccupied,"(-37.821568707429464, 144.95044131273914)",-37.821568707429464,144.95044131273914
1335,1352E,Present,"(-37.814347319893379, 144.95772114045485)",-37.814347319893379,144.95772114045485
1337,1354E,Present,"(-37.814296397658815, 144.95769742179078)",-37.814296397658815,144.95769742179078
6446,13571W,Unoccupied,"(-37.820849179747725, 144.9430663104576)",-37.820849179747725,144.9430663104576
6453,13582E,Present,"(-37.81991847701282, 144.94276907605899)",-37.81991847701282,144.94276907605899
6456,13588E,Unoccupied,"(-37.819614355485015, 144.94263124467017)",-37.819614355485015,144.94263124467017
1340,1358E,Present,"(-37.814074768596498, 144.95759660727509)",-37.814074768596498,144.95759660727509
6372,13602E,Present,"(-37.82041783638617, 144.94405150572155)",-37.82041783638617,144.94405150572155
6374,13606E,Present,"(-37.820310507812565, 144.94400402904301)",-37.820310507812565,144.94400402904301
6375,13608E,Present,"(-37.820256843529307, 144.94398029367559)",-37.820256843529307,144.94398029367559
1341,1360E,Unoccupied,"(-37.814023846329768, 144.95757288934419)",-37.814023846329768,144.95757288934419
6373,13604E,Present,"(-37.820364171651136, 144.94402776441822)",-37.820364171651136,144.94402776441822
580,134E,Unoccupied,"(-37.808231137859238, 144.97172142807341)",-37.808231137859238,144.97172142807341
6455,13586E,Unoccupied,"(-37.819673378409064, 144.94265696540896)",-37.819673378409064,144.94265696540896
1332,1349W,Unoccupied,"(-37.814449278058092, 144.95751692392139)",-37.814449278058092,144.95751692392139
6454,13584E,Unoccupied,"(-37.819863363147014, 144.94274497835738)",-37.819863363147014,144.94274497835738
6359,13520E,Unoccupied,"(-37.821619742779831, 144.95048143785999)",-37.821619742779831,144.95048143785999
6376,13610E,Present,"(-37.82020320013018, 144.94395655835351)",-37.82020320013018,144.94395655835351
6377,13612E,Present,"(-37.820090909627609, 144.94390643707476)",-37.820090909627609,144.94390643707476
1336,1353W,Unoccupied,"(-37.814341470347621, 144.95746773756429)",-37.814341470347621,144.95746773756429
1339,1356E,Present,"(-37.814125690858972, 144.9576199441675)",-37.814125690858972,144.9576199441675
6443,13576E,Unoccupied,"(-37.820481803249876, 144.94300424670655)",-37.820481803249876,144.94300424670655
6444,13578E,Unoccupied,"(-37.820375628536198, 144.9429534353111)",-37.820375628536198,144.9429534353111
6371,13600E,Unoccupied,"(-37.82048259261321, 144.9440792613712)",-37.82048259261321,144.9440792613712
6644,13616E,Unoccupied,"(-37.819578982757577, 144.94370144417576)",-37.819578982757577,144.94370144417576
6638,13617W,Unoccupied,"(-37.819629954151878, 144.94356288788055)",-37.819629954151878,144.94356288788055
6645,13618E,Present,"(-37.819526673134689, 144.9436774530061)",-37.819526673134689,144.9436774530061
6646,13620E,Present,"(-37.819474397993233, 144.9436534493484)",-37.819474397993233,144.9436534493484
6640,13621W,Present,"(-37.81944630805836, 144.94347877311679)",-37.81944630805836,144.94347877311679
6641,13623W,Unoccupied,"(-37.81939427010461, 144.94345489894869)",-37.81939427010461,144.94345489894869
6642,13625W,Unoccupied,"(-37.819342232146568, 144.9434310253929)",-37.819342232146568,144.9434310253929
6649,13626E,Unoccupied,"(-37.819317532118774, 144.94358149448414)",-37.819317532118774,144.94358149448414
6378,13627W,Unoccupied,"(-37.819433230621812, 144.9444160613287)",-37.819433230621812,144.9444160613287
6383,13629W,Present,"(-37.82039383410654, 144.94448538974817)",-37.82039383410654,144.94448538974817
1342,1362E,Present,"(-37.813972923608425, 144.95754917143208)",-37.813972923608425,144.95754917143208
6384,13631W,Unoccupied,"(-37.820339478145549, 144.94446040940366)",-37.820339478145549,144.94446040940366
6385,13633W,Present,"(-37.820284465680132, 144.94443616711226)",-37.820284465680132,144.94443616711226
6390,13636E,Unoccupied,"(-37.820368730671433, 144.94457489244326)",-37.820368730671433,144.94457489244326
6387,13637W,Unoccupied,"(-37.820073050548601, 144.94433782123173)",-37.820073050548601,144.94433782123173
6388,13639W,Unoccupied,"(-37.820018501014701, 144.94431284676216)",-37.820018501014701,144.94431284676216
1343,1363W,Unoccupied,"(-37.813261140618408, 144.95697900785149)",-37.813261140618408,144.95697900785149
6389,13641W,Unoccupied,"(-37.81996243486995, 144.94428899999997)",-37.81996243486995,144.94428899999997
6393,13642E,Unoccupied,"(-37.82010084378016, 144.94445167844503)",-37.82010084378016,144.94445167844503
6394,13644E,Unoccupied,"(-37.820044010219732, 144.94442599996327)",-37.820044010219732,144.94442599996327
6405,13646E,Present,"(-37.820597618983811, 144.94556042016393)",-37.820597618983811,144.94556042016393
6391,13638E,Unoccupied,"(-37.820313639057119, 144.94455076769839)",-37.820313639057119,144.94455076769839
6397,13647W,Unoccupied,"(-37.820491995479372, 144.94543816348676)",-37.820491995479372,144.94543816348676
6648,13624E,Present,"(-37.819369835785253, 144.94360547965408)",-37.819369835785253,144.94360547965408
6639,13619W,Present,"(-37.819580262591984, 144.94354010609712)",-37.819580262591984,144.94354010609712
6380,13630E,Present,"(-37.819084921481604, 144.94433890294243)",-37.819084921481604,144.94433890294243
6647,13622E,Unoccupied,"(-37.819422116052252, 144.943629462373)",-37.819422116052252,144.943629462373
6379,13628E,Unoccupied,"(-37.819425816280599, 144.9444922572581)",-37.819425816280599,144.9444922572581
6395,13643W,Unoccupied,"(-37.82061380616932, 144.94546998172984)",-37.82061380616932,144.94546998172984
6643,13614E,Present,"(-37.819631273232588, 144.94372543966972)",-37.819631273232588,144.94372543966972
6382,13634E,Unoccupied,"(-37.818981740877454, 144.94429122553967)",-37.818981740877454,144.94429122553967
6406,13648E,Unoccupied,"(-37.82050737700748, 144.94553822275137)",-37.82050737700748,144.94553822275137
6398,13649W,Present,"(-37.820430697125929, 144.94542221902637)",-37.820430697125929,144.94542221902637
1344,1364E,Present,"(-37.813922000882826, 144.95752545355117)",-37.813922000882826,144.95752545355117
6407,13650E,Present,"(-37.820441255296075, 144.94552097480818)",-37.820441255296075,144.94552097480818
6399,13651W,Unoccupied,"(-37.820369416724162, 144.94540594698151)",-37.820369416724162,144.94540594698151
6410,13656E,Present,"(-37.819972188320335, 144.94539787913808)",-37.819972188320335,144.94539787913808
6403,13659W,Present,"(-37.819730497344992, 144.94524045206686)",-37.819730497344992,144.94524045206686
1345,1365W,Unoccupied,"(-37.813192525193287, 144.95694607111659)",-37.813192525193287,144.95694607111659
6404,13661W,Present,"(-37.819665759044241, 144.94522467645936)",-37.819665759044241,144.94522467645936
6414,13664E,Unoccupied,"(-37.819750632550239, 144.94533999410942)",-37.819750632550239,144.94533999410942
6417,13667W,Unoccupied,"(-37.821110780406407, 144.94535296783445)",-37.821110780406407,144.94535296783445
6421,13668E,Unoccupied,"(-37.821039017393552, 144.94543085388358)",-37.821039017393552,144.94543085388358
6418,13669W,Present,"(-37.821054330709508, 144.94533813106761)",-37.821054330709508,144.94533813106761
6425,13677W,Present,"(-37.820968983843983, 144.94621528438944)",-37.820968983843983,144.94621528438944
1346,1367W,Unoccupied,"(-37.813141504940241, 144.95692328398349)",-37.813141504940241,144.95692328398349
6427,13681W,Present,"(-37.820860530226497, 144.9461877051497)",-37.820860530226497,144.9461877051497
6429,13685W,Present,"(-37.820451098685879, 144.94607848013453)",-37.820451098685879,144.94607848013453
6430,13687W,Present,"(-37.8203897398962, 144.94606245414275)",-37.8203897398962,144.94606245414275
6431,13689W,Present,"(-37.820328348660269, 144.9460464281878)",-37.820328348660269,144.9460464281878
6432,13691W,Present,"(-37.820266957432239, 144.94603033780251)",-37.820266957432239,144.94603033780251
6419,13671W,Present,"(-37.820997880991087, 144.94532421874825)",-37.820997880991087,144.94532421874825
6412,13660E,Present,"(-37.819861372414543, 144.94536949059392)",-37.819861372414543,144.94536949059392
6401,13655W,Present,"(-37.820246968382335, 144.94537479790733)",-37.820246968382335,144.94537479790733
6420,13666E,Unoccupied,"(-37.821095699038239, 144.9454458649189)",-37.821095699038239,144.9454458649189
6411,13658E,Present,"(-37.819916839208432, 144.94538423916293)",-37.819916839208432,144.94538423916293
6408,13652E,Present,"(-37.820375133131975, 144.94550372631295)",-37.820375133131975,144.94550372631295
6415,13663W,Present,"(-37.821222899862363, 144.94538264029478)",-37.821222899862363,144.94538264029478
6409,13654E,Unoccupied,"(-37.820309011425834, 144.94548647784595)",-37.820309011425834,144.94548647784595
6424,13675W,Unoccupied,"(-37.821023210880483, 144.94622953646081)",-37.821023210880483,144.94622953646081
6400,13653W,Present,"(-37.820308192784417, 144.94538967440602)",-37.820308192784417,144.94538967440602
6426,13679W,Unoccupied,"(-37.820914757256261, 144.94620103234968)",-37.820914757256261,144.94620103234968
6434,13695W,Present,"(-37.820144167274833, 144.94599977690621)",-37.820144167274833,144.94599977690621
6435,13697W,Present,"(-37.819858533470558, 144.94592368210789)",-37.819858533470558,144.94592368210789
6436,13699W,Present,"(-37.819805035756751, 144.94590963084886)",-37.819805035756751,144.94590963084886
1347,1369W,Unoccupied,"(-37.813090591857517, 144.95690024393099)",-37.813090591857517,144.95690024393099
6437,13701W,Present,"(-37.819751038374918, 144.94589560870062)",-37.819751038374918,144.94589560870062
6438,13703W,Present,"(-37.81969703653273, 144.94588158601587)",-37.81969703653273,144.94588158601587
6439,13705W,Present,"(-37.819643034248543, 144.94586756334979)",-37.819643034248543,144.94586756334979
1348,1370E,Unoccupied,"(-37.812362552043751, 144.95681726996611)",-37.812362552043751,144.95681726996611
6483,13711W,Present,"(-37.815565574170463, 144.93686504853059)",-37.815565574170463,144.93686504853059
1349,1371W,Unoccupied,"(-37.812598727988288, 144.95667635131693)",-37.812598727988288,144.95667635131693
6503,13720E,Unoccupied,"(-37.814426485528422, 144.93753628018112)",-37.814426485528422,144.93753628018112
6504,13722E,Unoccupied,"(-37.814378009196986, 144.93750691987395)",-37.814378009196986,144.93750691987395
6524,13723W,Present,"(-37.812295560536818, 144.93613057699673)",-37.812295560536818,144.93613057699673
6505,13724E,Unoccupied,"(-37.814329582774555, 144.93747754179253)",-37.814329582774555,144.93747754179253
6525,13725W,Unoccupied,"(-37.812241028768454, 144.93609876427519)",-37.812241028768454,144.93609876427519
6506,13726E,Unoccupied,"(-37.814281156365354, 144.93744802942865)",-37.814281156365354,144.93744802942865
6651,13727W,Present,"(-37.815128651785969, 144.94028100128003)",-37.815128651785969,144.94028100128003
6507,13728E,Unoccupied,"(-37.814232610667396, 144.93741851825018)",-37.814232610667396,144.93741851825018
1350,1372E,Unoccupied,"(-37.812307756250853, 144.95679229590817)",-37.812307756250853,144.95679229590817
6508,13730E,Unoccupied,"(-37.814184057194467, 144.93738932338087)",-37.814184057194467,144.93738932338087
6509,13732E,Unoccupied,"(-37.814135465842966, 144.93736014694051)",-37.814135465842966,144.93736014694051
6510,13734E,Unoccupied,"(-37.813254239675658, 144.93683404175312)",-37.813254239675658,144.93683404175312
6511,13736E,Unoccupied,"(-37.813206776019392, 144.93680530370267)",-37.813206776019392,144.93680530370267
6512,13738E,Unoccupied,"(-37.813159310605101, 144.93677656509522)",-37.813159310605101,144.93677656509522
1351,1373W,Present,"(-37.8125480337646, 144.95665326160784)",-37.8125480337646,144.95665326160784
6513,13740E,Unoccupied,"(-37.813111832300208, 144.93674782884437)",-37.813111832300208,144.93674782884437
6514,13742E,Unoccupied,"(-37.813064353528695, 144.9367191282019)",-37.813064353528695,144.9367191282019
6496,13717W,Unoccupied,"(-37.815765795359383, 144.93801153931497)",-37.815765795359383,144.93801153931497
6541,13743W,Unoccupied,"(-37.813584688189493, 144.93932879047597)",-37.813584688189493,144.93932879047597
6482,13709W,Present,"(-37.815640171945759, 144.93691008096914)",-37.815640171945759,144.93691008096914
6542,13745W,Present,"(-37.813536018298592, 144.93929924362379)",-37.813536018298592,144.93929924362379
6516,13746E,Unoccupied,"(-37.812882227353555, 144.93660047391046)",-37.812882227353555,144.93660047391046
6517,13748E,Unoccupied,"(-37.812831137129244, 144.93656971800894)",-37.812831137129244,144.93656971800894
6544,13749W,Unoccupied,"(-37.813438678927298, 144.93924023268133)",-37.813438678927298,144.93924023268133
1352,1374E,Unoccupied,"(-37.81225321800099, 144.95676707375989)",-37.81225321800099,144.95676707375989
6518,13750E,Unoccupied,"(-37.812780047348113, 144.9365389621737)",-37.812780047348113,144.9365389621737
6519,13752E,Unoccupied,"(-37.812728957569689, 144.93650820636702)",-37.812728957569689,144.93650820636702
6546,13753W,Present,"(-37.812765352103597, 144.93883315221942)",-37.812765352103597,144.93883315221942
6520,13754E,Unoccupied,"(-37.812678331771565, 144.93647801075252)",-37.812678331771565,144.93647801075252
6547,13755W,Unoccupied,"(-37.8127163771385, 144.93880340605307)",-37.8127163771385,144.93880340605307
6521,13756E,Unoccupied,"(-37.812627241968919, 144.93644725559528)",-37.812627241968919,144.93644725559528
6548,13757W,Present,"(-37.812667402166639, 144.93877369035027)",-37.812667402166639,144.93877369035027
6523,13760E,Unoccupied,"(-37.812262995849991, 144.93622680144077)",-37.812262995849991,144.93622680144077
6551,13763W,Unoccupied,"(-37.81252040610994, 144.93868444012315)",-37.81252040610994,144.93868444012315
6552,13765W,Present,"(-37.812471494012492, 144.93865457359428)",-37.812471494012492,144.93865457359428
6532,13766E,Present,"(-37.81360456555052, 144.93945664883796)",-37.81360456555052,144.93945664883796
6553,13767W,Present,"(-37.812422564218338, 144.93862482076972)",-37.812422564218338,144.93862482076972
6533,13768E,Unoccupied,"(-37.813557077704203, 144.93942783010152)",-37.813557077704203,144.93942783010152
1354,1376E,Unoccupied,"(-37.812198418565927, 144.95674167364319)",-37.812198418565927,144.95674167364319
6535,13772E,Present,"(-37.813462101532245, 144.93937019332893)",-37.813462101532245,144.93937019332893
6556,13773W,Present,"(-37.8121182509703, 144.93844110224887)",-37.8121182509703,144.93844110224887
6557,13775W,Present,"(-37.812070832858318, 144.93841268594247)",-37.812070832858318,144.93841268594247
6537,13776E,Present,"(-37.81331527069149, 144.9392815683758)",-37.81331527069149,144.9392815683758
6538,13778E,Present,"(-37.813265991377378, 144.93925177789228)",-37.813265991377378,144.93925177789228
6585,13779W,Present,"(-37.813383093403182, 144.94083381837061)",-37.813383093403182,144.94083381837061
1353,1375W,Present,"(-37.812496010175551, 144.95662925281042)",-37.812496010175551,144.95662925281042
6549,13759W,Unoccupied,"(-37.812618414664023, 144.93874406536906)",-37.812618414664023,144.93874406536906
6550,13761W,Unoccupied,"(-37.812569393596206, 144.93871435147062)",-37.812569393596206,144.93871435147062
6534,13770E,Present,"(-37.813509589401178, 144.93939901140092)",-37.813509589401178,144.93939901140092
6536,13774E,Present,"(-37.813364549998838, 144.93931135888528)",-37.813364549998838,144.93931135888528
6522,13758E,Unoccupied,"(-37.812301453455355, 144.93625097779261)",-37.812301453455355,144.93625097779261
6555,13771W,Present,"(-37.812165668635849, 144.93846919196068)",-37.812165668635849,144.93846919196068
6559,13780E,Unoccupied,"(-37.812831901711874, 144.93898875585504)",-37.812831901711874,144.93898875585504
6587,13783W,Present,"(-37.81328048993435, 144.94077011798743)",-37.81328048993435,144.94077011798743
6561,13784E,Present,"(-37.812673226400179, 144.938892409212)",-37.812673226400179,144.938892409212
6588,13785W,Present,"(-37.813227585593552, 144.94073826784955)",-37.813227585593552,144.94073826784955
6562,13786E,Present,"(-37.812617031304953, 144.93885869174545)",-37.812617031304953,144.93885869174545
6589,13787W,Unoccupied,"(-37.81317468124503, 144.94070604585215)",-37.81317468124503,144.94070604585215
6590,13789W,Unoccupied,"(-37.813121916374236, 144.94067381184027)",-37.813121916374236,144.94067381184027
6564,13790E,Unoccupied,"(-37.812504730720249, 144.93879102048348)",-37.812504730720249,144.93879102048348
6591,13791W,Unoccupied,"(-37.813069156681486, 144.94064157729275)",-37.813069156681486,144.94064157729275
6592,13793W,Unoccupied,"(-37.813016396980814, 144.9406092194443)",-37.813016396980814,144.9406092194443
6457,13801S,Unoccupied,"(-37.814329443441167, 144.93930756502553)",-37.814329443441167,144.93930756502553
6471,13802N,Unoccupied,"(-37.813815097198592, 144.94007283403153)",-37.813815097198592,144.94007283403153
6458,13803S,Unoccupied,"(-37.814359683919761, 144.93924873753292)",-37.814359683919761,144.93924873753292
6459,13805S,Unoccupied,"(-37.814387352535491, 144.93918847163593)",-37.814387352535491,144.93918847163593
6474,13808N,Unoccupied,"(-37.814229966966863, 144.93883268764188)",-37.814229966966863,144.93883268764188
1358,1380E,Present,"(-37.812084945163718, 144.95668925071499)",-37.812084945163718,144.95668925071499
6477,13814N,Unoccupied,"(-37.814360830600179, 144.93848158150578)",-37.814360830600179,144.93848158150578
6479,13818N,Unoccupied,"(-37.814410992322905, 144.93836344463975)",-37.814410992322905,144.93836344463975
1895,1381W,Unoccupied,"(-37.816813902831782, 144.95739007731925)",-37.816813902831782,144.95739007731925
6478,13816N,Unoccupied,"(-37.814384176590387, 144.93842633006955)",-37.814384176590387,144.93842633006955
1356,1378E,Unoccupied,"(-37.81214339517166, 144.95671627363686)",-37.81214339517166,144.95671627363686
6566,13794E,Unoccupied,"(-37.812392456781005, 144.93872316226481)",-37.812392456781005,144.93872316226481
6567,13796E,Unoccupied,"(-37.812336316374143, 144.9386892274909)",-37.812336316374143,144.9386892274909
6476,13812N,Unoccupied,"(-37.814339932457074, 144.93853202211932)",-37.814339932457074,144.93853202211932
6480,13820N,Unoccupied,"(-37.814441089465021, 144.93829598492542)",-37.814441089465021,144.93829598492542
6472,13804N,Unoccupied,"(-37.81384002710719, 144.94000741450361)",-37.81384002710719,144.94000741450361
6563,13788E,Unoccupied,"(-37.812560874985124, 144.938824906603)",-37.812560874985124,144.938824906603
6565,13792E,Present,"(-37.81244859460606, 144.93875710226041)",-37.81244859460606,144.93875710226041
6470,13800N,Present,"(-37.813790116225142, 144.94013828615101)",-37.813790116225142,144.94013828615101
6560,13782E,Present,"(-37.812778842559752, 144.93895662221345)",-37.812778842559752,144.93895662221345
6467,13821S,Present,"(-37.815160535065843, 144.93706047464406)",-37.815160535065843,144.93706047464406
6485,13827S,Present,"(-37.815525558330762, 144.93758196039585)",-37.815525558330762,144.93758196039585
6486,13829S,Present,"(-37.815560654147021, 144.93748979323669)",-37.815560654147021,144.93748979323669
1359,1382E,Unoccupied,"(-37.811957427243541, 144.95663130361766)",-37.811957427243541,144.95663130361766
6489,13835S,Unoccupied,"(-37.815665902265849, 144.93721321258772)",-37.815665902265849,144.93721321258772
6604,13837S,Unoccupied,"(-37.814655168559625, 144.94025693985759)",-37.814655168559625,144.94025693985759
6605,13839S,Unoccupied,"(-37.814620646852802, 144.94031482713643)",-37.814620646852802,144.94031482713643
1896,1383W,Present,"(-37.816763675051163, 144.95736731312516)",-37.816763675051163,144.95736731312516
6572,13840N,Present,"(-37.812723002621482, 144.94012692296252)",-37.812723002621482,144.94012692296252
6573,13842N,Unoccupied,"(-37.812691352967875, 144.94021059094399)",-37.812691352967875,144.94021059094399
6608,13845S,Unoccupied,"(-37.81452714362041, 144.94049796301397)",-37.81452714362041,144.94049796301397
6576,13848N,Present,"(-37.812609857507184, 144.94042446423703)",-37.812609857507184,144.94042446423703
6610,13849S,Present,"(-37.814356924696291, 144.94093017590635)",-37.814356924696291,144.94093017590635
1175,1384E,Present,"(-37.819976710430396, 144.95750229280671)",-37.819976710430396,144.95750229280671
6577,13850N,Unoccupied,"(-37.812577953509091, 144.94050799567788)",-37.812577953509091,144.94050799567788
6611,13851S,Present,"(-37.814332433774084, 144.94099267002002)",-37.814332433774084,144.94099267002002
6578,13852N,Unoccupied,"(-37.812553084506661, 144.94057310748161)",-37.812553084506661,144.94057310748161
6493,13828N,Present,"(-37.81586154047779, 144.93745044993324)",-37.81586154047779,144.93745044993324
6606,13841S,Unoccupied,"(-37.81458769360551, 144.9403742813135)",-37.81458769360551,144.9403742813135
6492,13826N,Present,"(-37.815826267820086, 144.93754275839638)",-37.815826267820086,144.93754275839638
6488,13833S,Unoccupied,"(-37.81563080467599, 144.93730537304731)",-37.81563080467599,144.93730537304731
6568,13832N,Unoccupied,"(-37.813028925818898, 144.93931811814778)",-37.813028925818898,144.93931811814778
6569,13834N,Unoccupied,"(-37.813003183294171, 144.93938477328913)",-37.813003183294171,144.93938477328913
6575,13846N,Unoccupied,"(-37.812634726424257, 144.94035933222079)",-37.812634726424257,144.94035933222079
6468,13823S,Unoccupied,"(-37.81518657256737, 144.93699309068762)",-37.81518657256737,144.93699309068762
6490,13822N,Unoccupied,"(-37.815756156339688, 144.93772708571578)",-37.815756156339688,144.93772708571578
6570,13836N,Present,"(-37.812779798810567, 144.93997449716849)",-37.812779798810567,144.93997449716849
6491,13824N,Unoccupied,"(-37.815791428697494, 144.93763477685485)",-37.815791428697494,144.93763477685485
6487,13831S,Unoccupied,"(-37.815595777739972, 144.93739753979597)",-37.815595777739972,144.93739753979597
6607,13843S,Present,"(-37.814556365629393, 144.94043611474521)",-37.814556365629393,144.94043611474521
6574,13844N,Unoccupied,"(-37.812666579315618, 144.94027575289005)",-37.812666579315618,144.94027575289005
6580,13856N,Present,"(-37.812496388727567, 144.94072177117596)",-37.812496388727567,144.94072177117596
6581,13858N,Unoccupied,"(-37.812464603837043, 144.94080537403624)",-37.812464603837043,144.94080537403624
6582,13860N,Unoccupied,"(-37.812439865819094, 144.94087054214503)",-37.812439865819094,144.94087054214503
6583,13862N,Unoccupied,"(-37.812407301617547, 144.94095648430388)",-37.812407301617547,144.94095648430388
6584,13864N,Unoccupied,"(-37.812380610360492, 144.94102630728059)",-37.812380610360492,144.94102630728059
6617,13866N,Present,"(-37.814050782426506, 144.9415608195564)",-37.814050782426506,144.9415608195564
6618,13868N,Unoccupied,"(-37.814024537339478, 144.94162947523438)",-37.814024537339478,144.94162947523438
1176,1386E,Unoccupied,"(-37.819925948181151, 144.95747864910342)",-37.819925948181151,144.95747864910342
1177,1388E,Present,"(-37.819874441122067, 144.95745540954357)",-37.819874441122067,144.95745540954357
581,138E,Present,"(-37.808180364462302, 144.97169803418885)",-37.808180364462302,144.97169803418885
6593,13900E,Unoccupied,"(-37.814012485606298, 144.94043851583493)",-37.814012485606298,144.94043851583493
6599,13901W,Unoccupied,"(-37.813855322502079, 144.94113084472357)",-37.813855322502079,144.94113084472357
6594,13902E,Unoccupied,"(-37.814061180966114, 144.94046759533086)",-37.814061180966114,144.94046759533086
6600,13903W,Unoccupied,"(-37.813905456835855, 144.94116140802959)",-37.813905456835855,144.94116140802959
6595,13904E,Unoccupied,"(-37.814111934787988, 144.94049824406704)",-37.814111934787988,144.94049824406704
6601,13905W,Unoccupied,"(-37.813955309621718, 144.94119222815328)",-37.813955309621718,144.94119222815328
6596,13906E,Unoccupied,"(-37.81416214131346, 144.94052867259069)",-37.81416214131346,144.94052867259069
6602,13907W,Unoccupied,"(-37.814005649280361, 144.94122317312571)",-37.814005649280361,144.94122317312571
6597,13908E,Unoccupied,"(-37.814211425938311, 144.94055902830172)",-37.814211425938311,144.94055902830172
1178,1390E,Present,"(-37.819823678864481, 144.95743176590241)",-37.819823678864481,144.95743176590241
6598,13910E,Unoccupied,"(-37.814263038785789, 144.94059040866659)",-37.814263038785789,144.94059040866659
6625,13911W,Unoccupied,"(-37.813605865990191, 144.94183439255721)",-37.813605865990191,144.94183439255721
6626,13913W,Unoccupied,"(-37.813646064908752, 144.94189644074558)",-37.813646064908752,144.94189644074558
6627,13915W,Unoccupied,"(-37.813686277351238, 144.94195845080156)",-37.813686277351238,144.94195845080156
6633,13917W,Present,"(-37.813967414908575, 144.94241431081554)",-37.813967414908575,144.94241431081554
6630,13918E,Unoccupied,"(-37.813916112684517, 144.94246693000838)",-37.813916112684517,144.94246693000838
6621,13874N,Unoccupied,"(-37.813948960322406, 144.94182958741504)",-37.813948960322406,144.94182958741504
6652,13880N,Present,"(-37.8136138535573, 144.94253440310735)",-37.8136138535573,144.94253440310735
6603,13912E,Unoccupied,"(-37.813905753953861, 144.94127258566988)",-37.813905753953861,144.94127258566988
6613,13855S,Unoccupied,"(-37.814082256133027, 144.94165118302919)",-37.814082256133027,144.94165118302919
6619,13870N,Present,"(-37.813998755907427, 144.94169744220966)",-37.813998755907427,144.94169744220966
1179,1392E,Unoccupied,"(-37.819772553682725, 144.95740815928156)",-37.819772553682725,144.95740815928156
1180,1393W,Present,"(-37.819820563106418, 144.95717692834876)",-37.819820563106418,144.95717692834876
